,Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd,user,Probe
2918,4,1497893,1502892,5.0,5.0,5.0,5.0,20.186,19.969,23.268,23.261,36.603,36.468,29.885,29.914,4.824,4.824,6.262,6.672,5.563,5.687,19,0
2919,4,1502892,1507893,5.0,5.0,5.0,5.0,19.969,19.847,23.261,23.275,36.468,36.497,29.914,30.262,4.824,4.824,6.672,6.22,5.687,5.851,19,0
2920,4,519589,524589,5.0,5.0,5.0,5.0,29.995,29.546,25.778,25.768,35.625,35.557,32.624,32.314,4.742,5.235,6.138,6.097,14.352,13.12,14,0
2921,4,524589,529589,5.0,6.74,5.0,5.183,29.546,32.534,25.768,25.775,35.557,36.167,32.314,32.237,5.235,15.871,6.097,6.302,13.12,13.325,14,1
2922,4,529589,534589,6.74,6.746,5.183,5.183,32.534,31.592,25.775,25.757,36.167,35.712,32.237,32.034,15.871,24.29,6.302,6.22,13.325,15.461,14,0
2923,4,534589,539590,6.746,6.813,5.183,5.183,31.592,30.922,25.757,25.747,35.712,38.511,32.034,31.888,24.29,27.576,6.22,8.602,15.461,13.12,14,0
2924,4,539590,544590,6.813,6.873,5.183,5.183,30.922,30.934,25.747,25.761,38.511,36.1,31.888,32.566,27.576,29.383,8.602,6.302,13.12,13.243,14,0
2925,4,544590,549590,6.873,6.835,5.183,5.183,30.934,30.33,25.761,25.75,36.1,35.063,32.566,32.034,29.383,7.452,6.302,7.001,13.243,12.873,14,1
2926,4,549590,554590,6.835,5.0,5.183,5.0,30.33,29.968,25.75,25.74,35.063,38.608,32.034,32.498,7.452,7.863,7.001,6.837,12.873,13.407,14,0
2927,4,554590,559591,5.0,5.0,5.0,5.0,29.968,29.581,25.74,25.729,38.608,35.615,32.498,32.053,7.863,6.302,6.837,6.343,13.407,12.956,14,0
2928,4,559591,564590,5.0,5.0,5.0,5.0,29.581,29.061,25.729,25.729,35.615,38.289,32.053,32.305,6.302,5.44,6.343,6.385,12.956,12.956,14,0
2929,4,564590,569591,5.0,5.0,5.0,5.0,29.061,28.718,25.729,25.726,38.289,36.661,32.305,33.263,5.44,5.153,6.385,6.262,12.956,12.956,14,0
2930,4,569591,574591,5.0,5.0,5.0,5.0,28.718,28.375,25.726,25.712,36.661,36.284,33.263,32.072,5.153,4.947,6.262,6.097,12.956,13.079,14,0
2931,4,574591,579592,5.0,5.0,5.0,5.0,28.375,27.933,25.712,25.708,36.284,37.301,32.072,31.917,4.947,4.988,6.097,6.302,13.079,13.161,14,0
2932,4,579592,584591,5.0,5.0,5.0,5.0,27.933,27.527,25.708,25.712,37.301,36.487,31.917,32.314,4.988,8.726,6.302,6.467,13.161,13.366,14,0
2933,4,584591,589592,5.0,5.0,5.0,5.0,27.527,28.174,25.712,25.694,36.487,37.165,32.314,33.989,8.726,5.153,6.467,6.508,13.366,11.97,14,0
2934,4,589592,594592,5.0,5.0,5.0,5.0,28.174,29.644,25.694,25.698,37.165,36.042,33.989,31.724,5.153,4.865,6.508,6.508,11.97,12.791,14,0
2935,4,594592,599592,5.0,5.0,5.0,5.0,29.644,28.533,25.698,25.687,36.042,36.361,31.724,31.695,4.865,4.824,6.508,6.713,12.791,12.791,14,0
2936,4,599592,604592,5.0,5.0,5.0,5.0,28.533,28.292,25.687,25.691,36.361,37.078,31.695,31.656,4.824,4.988,6.713,6.262,12.791,12.627,14,0
2937,4,604592,609593,5.0,5.0,5.0,5.0,28.292,27.748,25.691,25.673,37.078,37.514,31.656,31.559,4.988,4.906,6.262,6.919,12.627,12.75,14,0
2938,4,609593,614593,5.0,5.0,5.0,5.0,27.748,27.401,25.673,25.67,37.514,37.446,31.559,31.55,4.906,4.906,6.919,6.262,12.75,12.832,14,0
2939,4,614593,619593,5.0,5.0,5.0,5.0,27.401,26.782,25.67,25.656,37.446,35.79,31.55,31.908,4.906,4.824,6.262,6.672,12.832,14.146,14,0
2940,4,619593,624594,5.0,5.083,5.0,4.136,26.782,26.703,25.656,25.645,35.79,35.848,31.908,31.976,4.824,4.824,6.672,6.713,14.146,12.75,14,0
2941,4,624594,629594,5.083,5.067,4.136,4.128,26.703,26.561,25.645,25.631,35.848,35.906,31.976,31.927,4.824,5.194,6.713,6.302,12.75,12.75,14,0
2942,4,629594,634593,5.067,5.066,4.128,4.128,26.561,27.346,25.631,25.635,35.906,36.293,31.927,32.479,5.194,5.112,6.302,6.343,12.75,12.996,14,0
2943,4,634593,639594,5.066,5.061,4.128,4.128,27.346,27.141,25.635,25.635,36.293,35.945,32.479,32.237,5.112,5.481,6.343,6.549,12.996,12.545,14,0
2944,4,639594,644594,5.061,5.061,4.128,4.128,27.141,28.328,25.635,25.61,35.945,35.654,32.237,31.908,5.481,4.824,6.549,6.631,12.545,18.253,14,0
2945,4,644594,649595,5.061,5.058,4.128,4.128,28.328,28.749,25.61,25.607,35.654,35.644,31.908,31.772,4.824,4.824,6.631,6.262,18.253,13.038,14,0
2946,4,649595,654594,5.058,5.058,4.128,4.128,28.749,28.04,25.607,25.603,35.644,36.167,31.772,32.092,4.824,4.988,6.262,6.22,13.038,12.668,14,0
2947,4,654594,659595,5.058,5.058,4.128,4.128,28.04,27.693,25.603,25.593,36.167,36.129,32.092,32.13,4.988,5.235,6.22,6.22,12.668,16.816,14,0
2948,4,659595,664595,5.058,5.058,4.128,4.128,27.693,27.441,25.593,25.586,36.129,35.828,32.13,31.763,5.235,4.906,6.22,6.138,16.816,13.12,14,0
2949,4,664595,669596,5.058,6.498,4.128,4.166,27.441,29.325,25.586,25.586,35.828,34.831,31.763,33.05,4.906,37.227,6.138,6.138,13.12,12.75,14,1
2950,4,669596,674596,6.498,6.454,4.166,4.097,29.325,34.585,25.586,25.575,34.831,34.889,33.05,31.85,37.227,24.578,6.138,6.385,12.75,14.886,14,1
2951,4,2176461,2181461,5.0,5.0,5.0,5.0,21.468,21.14,24.376,24.376,36.1,35.877,35.78,35.605,5.892,6.138,5.768,5.604,9.342,6.343,25,0
2952,4,2181461,2186462,5.0,5.0,5.0,5.0,21.14,20.983,24.376,24.373,35.877,35.838,35.605,36.593,6.138,5.563,5.604,5.604,6.343,7.986,25,0
2953,4,2186462,2191461,5.0,5.0,5.0,5.0,20.983,20.774,24.373,24.362,35.838,36.158,36.593,36.186,5.563,5.892,5.604,5.522,7.986,7.452,25,0
2954,4,2191461,2196462,5.0,5.0,5.0,5.0,20.774,20.62,24.362,24.366,36.158,35.896,36.186,35.663,5.892,5.317,5.522,5.645,7.452,5.851,25,0
2955,4,2196462,2201462,5.0,5.0,5.0,5.0,20.62,20.462,24.366,24.355,35.896,36.419,35.663,35.296,5.317,5.235,5.645,5.687,5.851,5.81,25,1
2956,4,2201462,2206463,5.0,5.0,5.0,5.0,20.462,20.368,24.355,24.341,36.419,36.642,35.296,35.131,5.235,5.481,5.687,5.687,5.81,5.727,25,0
2957,4,2206463,2211462,5.0,5.0,5.0,5.0,20.368,20.332,24.341,24.352,36.642,36.991,35.131,35.044,5.481,5.563,5.687,5.687,5.727,6.056,25,0
2958,4,2211462,2216463,5.0,5.194,5.0,3.993,20.332,20.174,24.352,24.348,36.991,36.807,35.044,35.354,5.563,5.399,5.687,5.81,6.056,6.056,25,0
2959,4,2216463,2221463,5.194,5.045,3.993,3.319,20.174,20.17,24.348,24.345,36.807,35.925,35.354,35.963,5.399,5.235,5.81,5.727,6.056,6.385,25,0
2960,4,2221463,2226463,5.045,4.949,3.319,2.791,20.17,19.993,24.345,24.334,35.925,36.109,35.963,35.402,5.235,5.563,5.727,5.481,6.385,5.974,25,0
2961,4,2226463,2231463,4.949,4.949,2.791,2.844,19.993,19.954,24.334,24.338,36.109,35.712,35.402,35.383,5.563,5.44,5.481,5.933,5.974,6.179,25,0
2962,4,2231463,2236464,4.949,4.959,2.844,3.197,19.954,19.898,24.338,24.341,35.712,35.906,35.383,35.15,5.44,5.687,5.933,5.81,6.179,12.956,25,0
2963,4,2236464,2241464,4.959,4.959,3.197,3.269,19.898,19.65,24.341,24.334,35.906,36.051,35.15,35.092,5.687,5.03,5.81,5.768,12.956,6.056,25,0
2964,4,2241464,2246464,4.959,4.959,3.269,3.28,19.65,19.634,24.334,24.341,36.051,36.681,35.092,35.199,5.03,5.317,5.768,5.687,6.056,6.097,25,1
2965,4,2246464,2251464,4.959,4.959,3.28,3.299,19.634,19.394,24.341,24.331,36.681,37.02,35.199,35.489,5.317,4.988,5.687,5.81,6.097,6.015,25,0
2966,4,2251464,2256465,4.959,5.003,3.299,3.131,19.394,19.303,24.331,24.338,37.02,36.952,35.489,35.199,4.988,5.563,5.81,5.81,6.015,5.851,25,0
2967,4,2256465,2261464,5.003,5.003,3.131,3.171,19.303,19.165,24.338,24.331,36.952,36.962,35.199,35.063,5.563,5.03,5.81,5.768,5.851,5.974,25,0
2968,4,2261464,2266465,5.003,5.003,3.171,3.171,19.165,18.976,24.331,24.331,36.962,35.799,35.063,35.092,5.03,5.276,5.768,5.892,5.974,6.385,25,0
2969,4,2266465,2271465,5.003,5.003,3.171,3.171,18.976,18.83,24.331,24.338,35.799,35.848,35.092,35.131,5.276,5.153,5.892,6.015,6.385,6.549,25,0
2970,4,2271465,2276466,5.003,5.003,3.171,3.174,18.83,18.601,24.338,24.352,35.848,36.661,35.131,35.112,5.153,5.194,6.015,5.851,6.549,5.851,25,0
2971,4,2276466,2281465,5.003,5.003,3.174,3.174,18.601,18.4,24.352,24.338,36.661,36.904,35.112,35.47,5.194,4.988,5.851,5.768,5.851,6.056,25,1
2972,4,2281465,2286466,5.003,5.003,3.174,3.174,18.4,18.187,24.338,24.352,36.904,35.857,35.47,35.605,4.988,5.07,5.768,5.892,6.056,8.89,25,0
2973,4,2286466,2291466,5.003,5.003,3.174,3.174,18.187,17.947,24.352,24.338,35.857,36.042,35.605,35.789,5.07,5.892,5.892,5.892,8.89,13.613,25,0
2974,4,2291466,2296466,5.003,5.132,3.174,2.623,17.947,17.777,24.338,24.331,36.042,35.935,35.789,35.373,5.892,5.481,5.892,5.851,13.613,12.873,25,0
2975,4,2296466,2301466,5.132,4.95,2.623,2.622,17.777,17.549,24.331,24.345,35.935,36.109,35.373,34.996,5.481,5.645,5.851,5.851,12.873,16.159,25,0
2976,4,2301466,2306467,4.95,4.946,2.622,2.819,17.549,17.367,24.345,24.345,36.109,36.187,34.996,35.315,5.645,5.399,5.851,5.851,16.159,6.262,25,0
2977,4,2306467,2311467,4.946,4.946,2.819,2.829,17.367,17.052,24.345,24.345,36.187,36.681,35.315,35.915,5.399,5.153,5.851,6.015,6.262,6.097,25,1
2978,4,2311467,2316467,4.946,5.028,2.829,2.407,17.052,16.803,24.345,24.348,36.681,36.807,35.915,35.77,5.153,5.317,6.015,5.81,6.097,5.933,25,0
2979,4,2316467,2321467,5.028,4.915,2.407,1.909,16.803,16.547,24.348,24.341,36.807,36.72,35.77,35.228,5.317,5.481,5.81,5.604,5.933,5.81,25,0
2980,4,2321467,2326468,4.915,4.915,1.909,2.064,16.547,16.319,24.341,24.362,36.72,36.807,35.228,35.218,5.481,5.153,5.604,6.056,5.81,5.974,25,0
2981,4,2326468,2331467,4.915,4.915,2.064,2.09,16.319,16.094,24.362,24.348,36.807,36.942,35.218,35.141,5.153,5.235,6.056,5.81,5.974,6.015,25,0
2982,4,1878424,1883423,5.0,5.0,5.019,5.0,15.017,15.471,23.707,23.71,36.729,36.003,31.734,32.508,4.66,4.701,5.358,5.481,13.407,16.405,23,0
2983,4,1883423,1888423,5.0,5.0,5.0,5.0,15.471,15.116,23.71,23.71,36.003,35.218,32.508,32.314,4.701,4.701,5.481,5.481,16.405,13.777,23,0
2984,4,1888423,1893423,5.0,5.0,5.0,5.0,15.116,14.911,23.71,23.717,35.218,36.506,32.314,32.295,4.701,4.783,5.481,5.522,13.777,13.243,23,0
2985,4,1893423,1898423,5.0,4.998,5.0,4.006,14.911,14.872,23.717,23.71,36.506,37.02,32.295,31.637,4.783,12.996,5.522,6.672,13.243,14.105,23,1
2986,4,1898423,1903422,4.998,5.012,4.006,3.456,14.872,14.876,23.71,23.707,37.02,35.179,31.637,32.179,12.996,6.343,6.672,5.522,14.105,13.531,23,1
2987,4,1903422,1908422,5.012,4.984,3.456,3.526,14.876,14.943,23.707,23.71,35.179,36.448,32.179,31.453,6.343,6.59,5.522,5.481,13.531,13.982,23,0
2988,4,1908422,1913422,4.984,4.826,3.526,3.526,14.943,14.872,23.71,23.703,36.448,36.09,31.453,31.724,6.59,6.754,5.481,5.727,13.982,13.736,23,0
2989,4,1913422,1918421,4.826,4.721,3.526,3.486,14.872,14.797,23.703,23.696,36.09,36.255,31.724,31.656,6.754,6.467,5.727,5.563,13.736,13.695,23,0
2990,4,1918421,1923421,4.721,4.721,3.486,3.486,14.797,14.781,23.696,23.7,36.255,38.046,31.656,32.101,6.467,5.153,5.563,5.522,13.695,14.228,23,1
2991,4,1923421,1928421,4.721,4.721,3.486,3.428,14.781,14.706,23.7,23.721,38.046,36.535,32.101,32.382,5.153,5.44,5.522,5.645,14.228,13.818,23,0
2992,4,1928421,1933421,4.721,4.721,3.428,3.394,14.706,14.789,23.721,23.703,36.535,33.765,32.382,31.83,5.44,5.276,5.645,5.399,13.818,13.161,23,0
2993,4,1933421,1938420,4.721,4.721,3.394,3.394,14.789,15.041,23.703,23.714,33.765,37.688,31.83,33.669,5.276,5.44,5.399,5.645,13.161,13.9,23,0
2994,4,1938420,1943420,4.721,4.721,3.394,3.389,15.041,15.278,23.714,23.696,37.688,36.042,33.669,31.898,5.44,5.194,5.645,5.563,13.9,13.202,23,0
2995,4,1943420,1948420,4.721,4.721,3.389,3.363,15.278,15.01,23.696,23.689,36.042,35.393,31.898,31.743,5.194,4.947,5.563,5.44,13.202,16.61,23,0
2996,4,1948420,1953419,4.721,4.749,3.363,3.345,15.01,14.757,23.689,23.7,35.393,37.078,31.743,32.082,4.947,4.824,5.44,5.481,16.61,14.228,23,0
2997,4,1953419,1958419,4.749,4.759,3.345,3.335,14.757,14.714,23.7,23.693,37.078,35.509,32.082,32.489,4.824,4.619,5.481,5.399,14.228,13.613,23,0
2998,4,1958419,1963419,4.759,4.763,3.335,3.319,14.714,14.596,23.693,23.686,35.509,28.07,32.489,31.908,4.619,4.783,5.399,5.727,13.613,13.366,23,0
2999,4,1963419,1968419,4.763,4.771,3.319,3.319,14.596,14.698,23.686,23.696,28.07,37.107,31.908,32.256,4.783,4.742,5.727,5.645,13.366,13.859,23,0
3000,4,1968419,1973418,4.771,4.341,3.319,3.444,14.698,14.607,23.696,23.696,37.107,37.446,32.256,31.482,4.742,4.783,5.645,5.563,13.859,13.407,23,0
3001,4,1973418,1978418,4.341,4.114,3.444,3.635,14.607,14.556,23.696,23.696,37.446,34.676,31.482,31.85,4.783,4.742,5.563,5.604,13.407,13.9,23,0
3002,4,1978418,1983419,4.114,3.513,3.635,3.801,14.556,14.674,23.696,23.689,34.676,37.921,31.85,31.927,4.742,4.906,5.604,5.645,13.9,13.613,23,0
3003,4,1983419,1988418,3.513,3.36,3.801,3.801,14.674,15.006,23.689,23.7,37.921,36.245,31.927,31.792,4.906,4.865,5.645,5.81,13.613,13.366,23,0
3004,4,1988418,1993418,3.36,3.139,3.801,3.525,15.006,14.805,23.7,23.682,36.245,35.296,31.792,32.13,4.865,4.742,5.81,5.563,13.366,15.42,23,0
3005,4,1993418,1998418,3.139,3.108,3.525,3.52,14.805,14.607,23.682,23.693,35.296,35.712,32.13,32.208,4.742,4.865,5.563,5.522,15.42,13.284,23,0
3006,4,1998418,2003418,3.108,3.045,3.52,3.534,14.607,14.923,23.693,23.696,35.712,35.373,32.208,31.695,4.865,4.906,5.522,5.563,13.284,13.407,23,0
3007,4,2003418,2008417,3.045,2.999,3.534,3.534,14.923,14.769,23.696,23.682,35.373,36.477,31.695,31.879,4.906,4.701,5.563,5.522,13.407,12.956,23,0
3008,4,2008417,2013417,2.999,2.994,3.534,3.514,14.769,14.734,23.682,23.686,36.477,38.957,31.879,32.905,4.701,5.851,5.522,5.358,12.956,13.613,23,0
3009,4,2013417,2018417,2.994,2.957,3.514,3.488,14.734,14.864,23.686,23.686,38.957,35.102,32.905,32.392,5.851,4.865,5.358,5.563,13.613,13.654,23,0
3010,4,2018417,2023415,2.957,2.845,3.488,2.936,14.864,14.667,23.686,23.682,35.102,37.126,32.392,32.489,4.865,4.906,5.563,5.604,13.654,13.161,23,0
3011,4,2023415,2028415,2.845,2.686,2.936,2.712,14.667,14.639,23.682,23.682,37.126,35.499,32.489,32.43,4.906,4.865,5.604,5.522,13.161,13.366,23,0
3012,4,2028415,2033415,2.686,2.686,2.712,2.677,14.639,14.663,23.682,23.679,35.499,36.109,32.43,32.15,4.865,4.865,5.522,6.138,13.366,13.654,23,0
3013,4,2033415,2038415,2.686,2.686,2.677,2.677,14.663,15.1,23.679,23.679,36.109,34.957,32.15,31.908,4.865,4.824,6.138,5.563,13.654,13.531,23,0
3014,4,226503,231502,5.0,5.0,5.0,5.0,15.845,15.735,27.651,27.637,37.979,39.228,41.791,41.936,5.153,5.153,7.986,7.575,9.916,11.477,12,0
3015,4,231502,236502,5.0,5.0,5.0,5.0,15.735,15.301,27.637,27.64,39.228,35.296,41.936,41.955,5.153,5.194,7.575,7.781,11.477,10.738,12,0
3016,4,236502,241502,5.0,5.014,5.0,4.034,15.301,15.199,27.64,27.647,35.296,36.371,41.955,41.897,5.194,5.317,7.781,8.15,10.738,12.093,12,0
3017,4,241502,246501,5.014,5.08,4.034,3.78,15.199,15.321,27.647,27.633,36.371,37.582,41.897,41.655,5.317,5.153,8.15,8.479,12.093,11.888,12,0
3018,4,246501,251501,5.08,4.994,3.78,3.729,15.321,14.82,27.633,27.619,37.582,35.238,41.655,42.362,5.153,5.07,8.479,7.699,11.888,12.586,12,0
3019,4,251501,256501,4.994,4.999,3.729,3.729,14.82,14.832,27.619,27.63,35.238,37.388,42.362,41.868,5.07,5.317,7.699,7.945,12.586,11.231,12,0
3020,4,256501,261501,4.999,5.021,3.729,3.729,14.832,14.765,27.63,27.615,37.388,36.603,41.868,42.023,5.317,5.03,7.945,8.15,11.231,10.656,12,0
3021,4,261501,266500,5.021,6.115,3.729,4.019,14.765,14.324,27.615,27.619,36.603,34.472,42.023,41.771,5.03,5.194,8.15,8.315,10.656,13.243,12,1
3022,4,266500,271500,6.115,6.563,4.019,4.039,14.324,14.253,27.619,27.615,34.472,37.281,41.771,42.274,5.194,4.988,8.315,7.658,13.243,11.559,12,0
3023,4,271500,276500,6.563,6.534,4.039,3.873,14.253,14.044,27.615,27.626,37.281,35.325,42.274,41.694,4.988,5.194,7.658,7.986,11.559,11.847,12,0
3024,4,276500,281499,6.534,5.492,3.873,3.862,14.044,13.823,27.626,27.626,35.325,38.695,41.694,41.626,5.194,5.194,7.986,8.069,11.847,10.82,12,0
3025,4,281499,286499,5.492,5.035,3.862,3.687,13.823,13.575,27.626,27.64,38.695,35.702,41.626,42.313,5.194,5.112,8.069,8.027,10.82,11.6,12,0
3026,4,286499,291499,5.035,5.035,3.687,3.709,13.575,13.523,27.64,27.658,35.702,38.831,42.313,41.665,5.112,5.112,8.027,7.986,11.6,10.245,12,0
3027,4,291499,296499,5.035,5.035,3.709,3.739,13.523,13.31,27.658,27.672,38.831,35.828,41.665,41.829,5.112,4.988,7.986,7.781,10.245,10.574,12,1
3028,4,296499,301499,5.035,5.035,3.739,3.739,13.31,13.082,27.672,27.689,35.828,34.618,41.829,42.613,4.988,5.112,7.781,7.945,10.574,12.463,12,0
3029,4,301499,306499,5.035,5.035,3.739,3.739,13.082,12.865,27.689,27.7,34.618,38.182,42.613,42.11,5.112,4.988,7.945,8.315,12.463,11.518,12,0
3030,4,306499,311500,5.035,5.035,3.739,3.753,12.865,12.68,27.7,27.714,38.182,38.938,42.11,41.936,4.988,5.194,8.315,8.52,11.518,11.108,12,0
3031,4,311500,316499,5.035,5.035,3.753,3.753,12.68,12.506,27.714,27.742,38.938,38.725,41.936,42.168,5.194,5.317,8.52,8.356,11.108,11.723,12,0
3032,4,316499,321500,5.035,5.035,3.753,3.753,12.506,12.404,27.742,27.742,38.725,34.744,42.168,41.868,5.317,5.235,8.356,7.206,11.723,14.064,12,0
3033,4,321500,326500,5.035,5.035,3.753,3.753,12.404,12.049,27.742,27.759,34.744,36.69,41.868,42.633,5.235,5.112,7.206,7.986,14.064,10.45,12,1
3034,4,326500,331501,5.035,5.054,3.753,3.753,12.049,11.958,27.759,27.808,36.69,37.533,42.633,41.781,5.112,5.235,7.986,8.561,10.45,11.066,12,0
3035,4,331501,336500,5.054,5.054,3.753,3.753,11.958,11.903,27.808,27.829,37.533,38.231,41.781,42.884,5.235,5.276,8.561,7.658,11.066,11.888,12,0
3036,4,336500,341501,5.054,5.052,3.753,3.595,11.903,11.674,27.829,27.857,38.231,35.102,42.884,41.897,5.276,5.03,7.658,7.617,11.888,14.188,12,0
3037,4,341501,346501,5.052,5.052,3.595,3.595,11.674,11.465,27.857,27.882,35.102,39.354,41.897,42.526,5.03,5.07,7.617,8.233,14.188,12.873,12,0
3038,4,346501,351501,5.052,5.052,3.595,3.595,11.465,11.154,27.882,27.917,39.354,35.809,42.526,41.955,5.07,5.03,8.233,8.274,12.873,12.052,12,1
3039,4,351501,356501,5.052,5.052,3.595,3.595,11.154,11.059,27.917,27.945,35.809,34.443,41.955,42.846,5.03,5.153,8.274,8.027,12.052,17.555,12,0
3040,4,356501,361502,5.052,5.052,3.595,3.612,11.059,10.992,27.945,27.963,34.443,36.942,42.846,41.761,5.153,5.153,8.027,7.822,17.555,11.723,12,0
3041,4,361502,366502,5.052,5.052,3.612,3.603,10.992,10.76,27.963,27.98,36.942,35.15,41.761,42.652,5.153,4.988,7.822,7.452,11.723,11.189,12,0
3042,4,366502,371502,5.052,5.052,3.603,3.603,10.76,10.732,27.98,27.998,35.15,35.722,42.652,41.955,4.988,5.03,7.452,9.013,11.189,11.723,12,0
3043,4,371502,376502,5.052,5.052,3.603,3.603,10.732,10.649,27.998,28.008,35.722,38.376,41.955,42.613,5.03,5.07,9.013,7.37,11.723,11.477,12,0
3044,4,376502,381503,5.052,5.052,3.603,4.211,10.649,10.346,28.008,28.019,38.376,36.245,42.613,42.013,5.07,4.947,7.37,8.931,11.477,10.491,12,0
3045,4,1352912,1357914,5.162,5.487,5.0,5.026,28.572,27.295,28.976,28.972,36.293,36.991,42.758,42.478,13.325,15.789,6.754,6.59,8.972,8.89,7,0
3046,4,1357914,1362914,5.487,5.472,5.026,5.054,27.295,28.686,28.972,28.958,36.991,36.381,42.478,42.245,15.789,15.871,6.59,6.508,8.89,9.259,7,0
3047,4,1362914,1367914,5.472,5.019,5.054,5.0,28.686,27.638,28.958,28.962,36.381,35.092,42.245,42.681,15.871,16.446,6.508,6.549,9.259,9.218,7,0
3048,4,1367914,1372914,5.019,5.019,5.0,5.0,27.638,27.381,28.962,28.979,35.092,35.606,42.681,42.11,16.446,17.514,6.549,7.37,9.218,8.849,7,0
3049,4,1372914,1377915,5.019,5.006,5.0,5.0,27.381,27.5,28.979,28.986,35.606,35.325,42.11,42.342,17.514,16.939,7.37,7.042,8.849,8.931,7,0
3050,4,1377915,1382915,5.006,5.0,5.0,5.0,27.5,27.523,28.986,28.99,35.325,36.555,42.342,41.936,16.939,17.309,7.042,7.165,8.931,8.684,7,0
3051,4,1382915,1387915,5.0,5.0,5.0,4.685,27.523,27.2,28.99,28.997,36.555,35.518,41.936,42.052,17.309,20.759,7.165,8.397,8.684,8.931,7,0
3052,4,1387915,1392915,5.0,5.057,4.685,4.58,27.2,27.192,28.997,29.021,35.518,36.991,42.052,41.858,20.759,21.744,8.397,8.479,8.931,8.972,7,0
3053,4,1392915,1397916,5.057,5.091,4.58,4.317,27.192,27.019,29.021,29.06,36.991,35.431,41.858,42.846,21.744,26.467,8.479,10.081,8.972,8.438,7,0
3054,4,1397916,1402915,5.091,5.111,4.317,3.962,27.019,26.869,29.06,29.109,35.431,39.867,42.846,41.955,26.467,26.015,10.081,9.095,8.438,8.15,7,0
3055,4,1402915,1407916,5.111,5.105,3.962,3.628,26.869,27.362,29.109,29.172,39.867,37.039,41.955,42.052,26.015,23.223,9.095,8.233,8.15,8.602,7,0
3056,4,1407916,1412916,5.105,5.039,3.628,3.431,27.362,26.9,29.172,29.218,37.039,34.598,42.052,42.575,23.223,24.66,8.233,8.315,8.602,8.479,7,0
3057,4,1412916,1417917,5.039,4.899,3.431,3.206,26.9,26.687,29.218,29.281,34.598,36.603,42.575,41.752,24.66,26.138,8.315,9.013,8.479,8.027,7,0
3058,4,1417917,1422916,4.899,5.053,3.206,3.014,26.687,26.549,29.281,29.323,36.603,35.354,41.752,42.681,26.138,25.194,9.013,8.644,8.027,8.069,7,0
3059,4,1422916,1427917,5.053,5.053,3.014,2.973,26.549,26.151,29.323,29.347,35.354,37.872,42.681,41.878,25.194,27.247,8.644,9.957,8.069,8.274,7,1
3060,4,1427917,1432917,5.053,5.053,2.973,2.969,26.151,25.915,29.347,29.365,37.872,35.48,41.878,42.662,27.247,32.216,9.957,9.752,8.274,8.315,7,0
3061,4,1432917,1437917,5.053,5.053,2.969,2.963,25.915,25.899,29.365,29.393,35.48,36.816,42.662,41.965,32.216,39.814,9.752,10.779,8.315,8.356,7,0
3062,4,1437917,1442917,5.053,5.061,2.963,3.211,25.899,25.544,29.393,29.403,36.816,36.535,41.965,42.575,39.814,36.488,10.779,9.67,8.356,8.274,7,0
3063,4,1442917,1447918,5.061,5.061,3.211,3.211,25.544,25.217,29.403,29.431,36.535,35.209,42.575,41.907,36.488,39.485,9.67,10.409,8.274,8.109,7,0
3064,4,1447918,1452918,5.061,5.091,3.211,3.368,25.217,24.882,29.431,29.463,35.209,36.952,41.907,42.749,39.485,45.933,10.409,13.038,8.109,7.904,7,0
3065,4,1452918,1457918,5.091,5.091,3.368,3.368,24.882,24.657,29.463,29.519,36.952,34.695,42.749,41.936,45.933,40.882,13.038,11.231,7.904,8.15,7,0
3066,4,1457918,1462918,5.091,5.118,3.368,3.489,24.657,24.535,29.519,29.575,34.695,35.635,41.936,42.884,40.882,67.658,11.231,18.417,8.15,7.863,7,1
3067,4,1462918,1467919,5.118,5.118,3.489,3.702,24.535,24.223,29.575,29.607,35.635,36.226,42.884,42.371,67.658,75.091,18.417,17.802,7.863,7.904,7,0
3068,4,1467919,1472918,5.118,5.118,3.702,3.761,24.223,23.995,29.607,29.635,36.226,36.855,42.371,41.955,75.091,65.605,17.802,21.005,7.904,7.945,7,0
3069,4,1472918,1477919,5.118,5.063,3.761,3.861,23.995,24.259,29.635,29.659,36.855,36.884,41.955,42.342,65.605,80.266,21.005,21.826,7.945,7.781,7,0
3070,4,1477919,1482919,5.063,5.063,3.861,3.866,24.259,23.79,29.659,29.677,36.884,36.226,42.342,41.858,80.266,153.614,21.826,21.334,7.781,6.877,7,0
3071,4,1482919,1487920,5.063,5.058,3.866,3.632,23.79,23.486,29.677,29.677,36.226,36.506,41.858,42.758,153.614,203.388,21.334,19.362,6.877,7.699,7,1
3072,4,1487920,1492919,5.058,4.994,3.632,3.166,23.486,23.179,29.677,29.691,36.506,37.514,42.758,43.155,203.388,123.593,19.362,22.976,7.699,7.452,7,1
3073,4,1492919,1497919,4.994,4.963,3.166,2.982,23.179,22.804,29.691,29.712,37.514,34.579,43.155,42.468,123.593,231.479,22.976,19.116,7.452,7.781,7,0
3074,4,1497919,1502919,4.963,5.078,2.982,2.655,22.804,22.54,29.712,29.691,34.579,35.499,42.468,41.868,231.479,94.763,19.116,20.06,7.781,10.286,7,0
